group,title,main link,supplemental link
bridging-the-gap-between-computational-photography-and-visual-recognition,expectation-maximization-attention-cross-residual-network-for-single-image-super-resolution,http://openaccess.thecvf.com/content/CVPR2021W/UG2/papers/Du_Expectation-Maximization_Attention_Cross_Residual_Network_for_Single_Image_Super-Resolution_CVPRW_2021_paper.pdf,
bridging-the-gap-between-computational-photography-and-visual-recognition,darklight-networks-for-action-recognition-in-the-dark,http://openaccess.thecvf.com/content/CVPR2021W/UG2/papers/Chen_DarkLight_Networks_for_Action_Recognition_in_the_Dark_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/UG2/supplemental/Chen_DarkLight_Networks_for_CVPRW_2021_supplemental.zip
bridging-the-gap-between-computational-photography-and-visual-recognition,multi-scale-hourglass-hierarchical-fusion-network-for-single-image-deraining,http://openaccess.thecvf.com/content/CVPR2021W/UG2/papers/Chen_Multi-Scale_Hourglass_Hierarchical_Fusion_Network_for_Single_Image_Deraining_CVPRW_2021_paper.pdf,
bridging-the-gap-between-computational-photography-and-visual-recognition,ce-peopleseg-real-time-people-segmentation-with-10-cpu-usage-for-video-conference,http://openaccess.thecvf.com/content/CVPR2021W/UG2/papers/Jiang_CE-PeopleSeg_Real-Time_People_Segmentation_With_10_CPU_Usage_for_Video_CVPRW_2021_paper.pdf,
bridging-the-gap-between-computational-photography-and-visual-recognition,e2vts-energy-efficient-video-text-spotting-from-unmanned-aerial-vehicles,http://openaccess.thecvf.com/content/CVPR2021W/UG2/papers/Hu_E2VTS_Energy-Efficient_Video_Text_Spotting_From_Unmanned_Aerial_Vehicles_CVPRW_2021_paper.pdf,
media-forensics,spoc-spoofing-camera-fingerprints,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Cozzolino_SpoC_Spoofing_Camera_Fingerprints_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/WMF/supplemental/Cozzolino_SpoC_Spoofing_Camera_CVPRW_2021_supplemental.pdf
media-forensics,on-the-robustness-and-generalizability-of-face-synthesis-detection-methods,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Sabel_On_the_Robustness_and_Generalizability_of_Face_Synthesis_Detection_Methods_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/WMF/supplemental/Sabel_On_the_Robustness_CVPRW_2021_supplemental.pdf
media-forensics,fretal-generalizing-deepfake-detection-using-knowledge-distillation-and-representation-learning,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Kim_FReTAL_Generalizing_Deepfake_Detection_Using_Knowledge_Distillation_and_Representation_Learning_CVPRW_2021_paper.pdf,
media-forensics,on-the-feasibility-of-3d-model-based-forensic-height-and-weight-estimation,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Thakkar_On_the_Feasibility_of_3D_Model-Based_Forensic_Height_and_Weight_CVPRW_2021_paper.pdf,
media-forensics,manipulation-detection-in-satellite-images-using-vision-transformer,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Horvath_Manipulation_Detection_in_Satellite_Images_Using_Vision_Transformer_CVPRW_2021_paper.pdf,
media-forensics,do-deepfakes-feel-emotions-a-semantic-approach-to-detecting-deepfakes-via-emotional-inconsistencies,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Hosler_Do_Deepfakes_Feel_Emotions_A_Semantic_Approach_to_Detecting_Deepfakes_CVPRW_2021_paper.pdf,
media-forensics,expression-transfer-using-flow-based-generative-models,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Valenzuela_Expression_Transfer_Using_Flow-Based_Generative_Models_CVPRW_2021_paper.pdf,
media-forensics,deep-image-comparator-learning-to-visualize-editorial-change,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Black_Deep_Image_Comparator_Learning_To_Visualize_Editorial_Change_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/WMF/supplemental/Black_Deep_Image_Comparator_CVPRW_2021_supplemental.zip
media-forensics,adversarial-threats-to-deepfake-detection-a-practical-perspective,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Neekhara_Adversarial_Threats_to_DeepFake_Detection_A_Practical_Perspective_CVPRW_2021_paper.pdf,
media-forensics,forensic-analysis-of-video-files-using-metadata,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Xiang_Forensic_Analysis_of_Video_Files_Using_Metadata_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/WMF/supplemental/Xiang_Forensic_Analysis_of_CVPRW_2021_supplemental.pdf
media-forensics,finding-facial-forgery-artifacts-with-parts-based-detectors,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Schwarcz_Finding_Facial_Forgery_Artifacts_With_Parts-Based_Detectors_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/WMF/supplemental/Schwarcz_Finding_Facial_Forgery_CVPRW_2021_supplemental.pdf
media-forensics,detecting-deep-fake-videos-from-aural-and-oral-dynamics,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Agarwal_Detecting_Deep-Fake_Videos_From_Aural_and_Oral_Dynamics_CVPRW_2021_paper.pdf,
media-forensics,fashion-guided-adversarial-attack-on-person-segmentation,http://openaccess.thecvf.com/content/CVPR2021W/WMF/papers/Treu_Fashion-Guided_Adversarial_Attack_on_Person_Segmentation_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,self-supervised-multi-image-super-resolution-for-push-frame-satellite-images,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Nguyen_Self-Supervised_Multi-Image_Super-Resolution_for_Push-Frame_Satellite_Images_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/supplemental/Nguyen_Self-Supervised_Multi-Image_Super-Resolution_CVPRW_2021_supplemental.pdf
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,towards-indirect-top-down-road-transport-emissions-estimation,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Mukherjee_Towards_Indirect_Top-Down_Road_Transport_Emissions_Estimation_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,training-domain-invariant-object-detector-faster-with-feature-replay-and-slow-learner,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Lee_Training_Domain-Invariant_Object_Detector_Faster_With_Feature_Replay_and_Slow_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,landcover-ai-dataset-for-automatic-mapping-of-buildings-woodlands-water-and-roads-from-aerial-imagery,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Boguszewski_LandCover.ai_Dataset_for_Automatic_Mapping_of_Buildings_Woodlands_Water_and_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,opengf-an-ultra-large-scale-ground-filtering-dataset-built-upon-open-als-point-clouds-around-the-world,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Qin_OpenGF_An_Ultra-Large-Scale_Ground_Filtering_Dataset_Built_Upon_Open_ALS_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,addressing-visual-search-in-open-and-closed-set-settings,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Drenkow_Addressing_Visual_Search_in_Open_and_Closed_Set_Settings_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,qfabric-multi-task-change-detection-dataset,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Verma_QFabric_Multi-Task_Change_Detection_Dataset_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,shadow-neural-radiance-fields-for-multi-view-satellite-photogrammetry,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Derksen_Shadow_Neural_Radiance_Fields_for_Multi-View_Satellite_Photogrammetry_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,point2color-3d-point-cloud-colorization-using-a-conditional-generative-network-and-differentiable-rendering-for-airborne-lidar,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Shinohara_Point2color_3D_Point_Cloud_Colorization_Using_a_Conditional_Generative_Network_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,combining-remotely-sensed-imagery-with-survival-models-for-outage-risk-estimation-of-the-power-grid,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Jain_Combining_Remotely_Sensed_Imagery_With_Survival_Models_for_Outage_Risk_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,earthnet2021-a-large-scale-dataset-and-challenge-for-earth-surface-forecasting-as-a-guided-video-prediction-task,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Requena-Mesa_EarthNet2021_A_Large-Scale_Dataset_and_Challenge_for_Earth_Surface_Forecasting_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/supplemental/Requena-Mesa_EarthNet2021_A_Large-Scale_CVPRW_2021_supplemental.pdf
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,dot-distance-for-tiny-object-detection-in-aerial-images,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Xu_Dot_Distance_for_Tiny_Object_Detection_in_Aerial_Images_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,machine-learned-3d-building-vectorization-from-satellite-imagery,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Wang_Machine-Learned_3D_Building_Vectorization_From_Satellite_Imagery_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,single-view-geocentric-pose-in-the-wild,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Christie_Single_View_Geocentric_Pose_in_the_Wild_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,learning-to-predict-crop-type-from-heterogeneous-sparse-labels-using-meta-learning,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Tseng_Learning_To_Predict_Crop_Type_From_Heterogeneous_Sparse_Labels_Using_CVPRW_2021_paper.pdf,
earthvision-large-scale-computer-vision-for-remote-sensing-imagery,self-supervised-learning-of-remote-sensing-scene-representations-using-contrastive-multiview-coding,http://openaccess.thecvf.com/content/CVPR2021W/EarthVision/papers/Stojnic_Self-Supervised_Learning_of_Remote_Sensing_Scene_Representations_Using_Contrastive_Multiview_CVPRW_2021_paper.pdf,
latinx-in-cv-research,i-only-have-eyes-for-you-the-impact-of-masks-on-convolutional-based-facial-expression-recognition,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/papers/Barros_I_Only_Have_Eyes_for_You_The_Impact_of_Masks_CVPRW_2021_paper.pdf,
latinx-in-cv-research,generalizable-multi-camera-3d-pedestrian-detection,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/papers/Lima_Generalizable_Multi-Camera_3D_Pedestrian_Detection_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/supplemental/Lima_Generalizable_Multi-Camera_3D_CVPRW_2021_supplemental.zip
latinx-in-cv-research,baod-budget-aware-object-detection,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/papers/Pardo_BAOD_Budget-Aware_Object_Detection_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/supplemental/Pardo_BAOD_Budget-Aware_Object_CVPRW_2021_supplemental.pdf
latinx-in-cv-research,talking-with-signs-a-simple-method-to-detect-nouns-and-numbers-in-a-non-annotated-signs-language-corpus,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/papers/Pereyra_Talking_With_Signs_A_Simple_Method_To_Detect_Nouns_and_CVPRW_2021_paper.pdf,
latinx-in-cv-research,assistive-signals-for-deep-neural-network-classifiers,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/papers/Pestana_Assistive_Signals_for_Deep_Neural_Network_Classifiers_CVPRW_2021_paper.pdf,
latinx-in-cv-research,i-find-your-lack-of-uncertainty-in-computer-vision-disturbing,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/papers/Valdenegro-Toro_I_Find_Your_Lack_of_Uncertainty_in_Computer_Vision_Disturbing_CVPRW_2021_paper.pdf,
latinx-in-cv-research,on-disentanglement-and-mutual-information-in-semi-supervised-variational-auto-encoders,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/papers/Rodriguez_On_Disentanglement_and_Mutual_Information_in_Semi-Supervised_Variational_Auto-Encoders_CVPRW_2021_paper.pdf,
latinx-in-cv-research,a-bop-and-beyond-a-second-order-optimizer-for-binarized-neural-networks,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/papers/Suarez-Ramirez_A_Bop_and_Beyond_A_Second_Order_Optimizer_for_Binarized_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/supplemental/Suarez-Ramirez_A_Bop_and_CVPRW_2021_supplemental.zip
latinx-in-cv-research,markerpose-robust-real-time-planar-target-tracking-for-accurate-stereo-pose-estimation,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/papers/Meza_MarkerPose_Robust_Real-Time_Planar_Target_Tracking_for_Accurate_Stereo_Pose_CVPRW_2021_paper.pdf,
latinx-in-cv-research,filter-distribution-templates-in-convolutional-networks-for-image-classification-tasks,http://openaccess.thecvf.com/content/CVPR2021W/LXCV/papers/Izquierdo-Cordova_Filter_Distribution_Templates_in_Convolutional_Networks_for_Image_Classification_Tasks_CVPRW_2021_paper.pdf,
event-based-vision,comparing-representations-in-tracking-for-event-camera-based-slam,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Jiao_Comparing_Representations_in_Tracking_for_Event_Camera-Based_SLAM_CVPRW_2021_paper.pdf,
event-based-vision,v2e-from-video-frames-to-realistic-dvs-events,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Hu_v2e_From_Video_Frames_to_Realistic_DVS_Events_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/supplemental/Hu_v2e_From_Video_CVPRW_2021_supplemental.zip
event-based-vision,live-demonstration-incremental-motion-estimation-for-event-based-cameras-by-dispersion-minimisation,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Nunes_Live_Demonstration_Incremental_Motion_Estimation_for_Event-Based_Cameras_by_Dispersion_CVPRW_2021_paper.pdf,
event-based-vision,image-reconstruction-from-neuromorphic-event-cameras-using-laplacian-prediction-and-poisson-integration-with-spiking-and-artificial-neural-networks,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Duwek_Image_Reconstruction_From_Neuromorphic_Event_Cameras_Using_Laplacian-Prediction_and_Poisson_CVPRW_2021_paper.pdf,
event-based-vision,feedback-control-of-event-cameras,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Delbruck_Feedback_Control_of_Event_Cameras_CVPRW_2021_paper.pdf,
event-based-vision,differentiable-event-stream-simulator-for-non-rigid-3d-tracking,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Nehvi_Differentiable_Event_Stream_Simulator_for_Non-Rigid_3D_Tracking_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/supplemental/Nehvi_Differentiable_Event_Stream_CVPRW_2021_supplemental.pdf
event-based-vision,dvs-outlab-a-neuromorphic-event-based-long-time-monitoring-dataset-for-real-world-outdoor-scenarios,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Bolten_DVS-OUTLAB_A_Neuromorphic_Event-Based_Long_Time_Monitoring_Dataset_for_Real-World_CVPRW_2021_paper.pdf,
event-based-vision,a-cortically-inspired-architecture-for-event-based-visual-motion-processing-from-design-principles-to-real-world-applications,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Peveri_A_Cortically-Inspired_Architecture_for_Event-Based_Visual_Motion_Processing_From_Design_CVPRW_2021_paper.pdf,
event-based-vision,detecting-stable-keypoints-from-events-through-image-gradient-prediction,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Chiberre_Detecting_Stable_Keypoints_From_Events_Through_Image_Gradient_Prediction_CVPRW_2021_paper.pdf,
event-based-vision,efi-net-video-frame-interpolation-from-fusion-of-events-and-frames,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Paikin_EFI-Net_Video_Frame_Interpolation_From_Fusion_of_Events_and_Frames_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/supplemental/Paikin_EFI-Net_Video_Frame_CVPRW_2021_supplemental.zip
event-based-vision,how-to-calibrate-your-event-camera,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Muglikar_How_To_Calibrate_Your_Event_Camera_CVPRW_2021_paper.pdf,
event-based-vision,lifting-monocular-events-to-3d-human-poses,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Scarpellini_Lifting_Monocular_Events_to_3D_Human_Poses_CVPRW_2021_paper.pdf,
event-based-vision,spike-timing-based-unsupervised-learning-of-orientation-disparity-and-motion-representations-in-a-spiking-neural-network,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Barbier_Spike_Timing-Based_Unsupervised_Learning_of_Orientation_Disparity_and_Motion_Representations_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/supplemental/Barbier_Spike_Timing-Based_Unsupervised_CVPRW_2021_supplemental.pdf
event-based-vision,n-rod-a-neuromorphic-dataset-for-synthetic-to-real-domain-adaptation,http://openaccess.thecvf.com/content/CVPR2021W/EventVision/papers/Cannici_N-ROD_A_Neuromorphic_Dataset_for_Synthetic-to-Real_Domain_Adaptation_CVPRW_2021_paper.pdf,
biometrics,indirect-synthetic-attack-on-thermal-face-biometric-systems-via-visible-to-thermal-spectrum-conversion,http://openaccess.thecvf.com/content/CVPR2021W/Biometrics/papers/Mallat_Indirect_Synthetic_Attack_on_Thermal_Face_Biometric_Systems_via_Visible-to-Thermal_CVPRW_2021_paper.pdf,
biometrics,toe-prints-an-application-study-for-biometric-verification-in-adults,http://openaccess.thecvf.com/content/CVPR2021W/Biometrics/papers/Ali_Toe_Prints_An_Application_Study_for_Biometric_Verification_in_Adults_CVPRW_2021_paper.pdf,
biometrics,a-deep-adversarial-framework-for-visually-explainable-periocular-recognition,http://openaccess.thecvf.com/content/CVPR2021W/Biometrics/papers/Brito_A_Deep_Adversarial_Framework_for_Visually_Explainable_Periocular_Recognition_CVPRW_2021_paper.pdf,
biometrics,differential-morph-face-detection-using-discriminative-wavelet-sub-bands,http://openaccess.thecvf.com/content/CVPR2021W/Biometrics/papers/Chaudhary_Differential_Morph_Face_Detection_Using_Discriminative_Wavelet_Sub-Bands_CVPRW_2021_paper.pdf,
biometrics,multistage-fusion-of-face-matchers,http://openaccess.thecvf.com/content/CVPR2021W/Biometrics/papers/Tulyakov_Multistage_Fusion_of_Face_Matchers_CVPRW_2021_paper.pdf,
biometrics,group-leakage-overestimates-performance-a-case-study-in-keystroke-dynamics,http://openaccess.thecvf.com/content/CVPR2021W/Biometrics/papers/Ayotte_Group_Leakage_Overestimates_Performance_A_Case_Study_in_Keystroke_Dynamics_CVPRW_2021_paper.pdf,
analysis-modeling-of-faces-gestures,an-efficient-3d-synthetic-model-generation-pipeline-for-human-pose-data-augmentation,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/papers/Vyas_An_Efficient_3D_Synthetic_Model_Generation_Pipeline_for_Human_Pose_CVPRW_2021_paper.pdf,
analysis-modeling-of-faces-gestures,face-parsing-from-rgb-and-depth-using-cross-domain-mutual-learning,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/papers/Lee_Face_Parsing_From_RGB_and_Depth_Using_Cross-Domain_Mutual_Learning_CVPRW_2021_paper.pdf,
analysis-modeling-of-faces-gestures,asmnet-a-lightweight-deep-neural-network-for-face-alignment-and-pose-estimation,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/papers/Fard_ASMNet_A_Lightweight_Deep_Neural_Network_for_Face_Alignment_and_CVPRW_2021_paper.pdf,
analysis-modeling-of-faces-gestures,micro-expression-classification-based-on-landmark-relations-with-graph-attention-convolutional-network,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/papers/Kumar_Micro-Expression_Classification_Based_on_Landmark_Relations_With_Graph_Attention_Convolutional_CVPRW_2021_paper.pdf,
analysis-modeling-of-faces-gestures,eva-gcn-head-pose-estimation-based-on-graph-convolutional-networks,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/papers/Xin_EVA-GCN_Head_Pose_Estimation_Based_on_Graph_Convolutional_Networks_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/supplemental/Xin_EVA-GCN_Head_Pose_CVPRW_2021_supplemental.pdf
analysis-modeling-of-faces-gestures,eqface-a-simple-explicit-quality-network-for-face-recognition,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/papers/Liu_EQFace_A_Simple_Explicit_Quality_Network_for_Face_Recognition_CVPRW_2021_paper.pdf,
analysis-modeling-of-faces-gestures,part-aware-measurement-for-robust-multi-view-multi-human-3d-pose-estimation-and-tracking,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/papers/Chu_Part-Aware_Measurement_for_Robust_Multi-View_Multi-Human_3D_Pose_Estimation_and_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/supplemental/Chu_Part-Aware_Measurement_for_CVPRW_2021_supplemental.pdf
analysis-modeling-of-faces-gestures,legan-disentangled-manipulation-of-directional-lighting-and-facial-expressions-whilst-leveraging-human-perceptual-judgements,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/papers/Banerjee_LEGAN_Disentangled_Manipulation_of_Directional_Lighting_and_Facial_Expressions_Whilst_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/supplemental/Banerjee_LEGAN_Disentangled_Manipulation_CVPRW_2021_supplemental.pdf
analysis-modeling-of-faces-gestures,video-based-person-re-identification-without-bells-and-whistles,http://openaccess.thecvf.com/content/CVPR2021W/AMFG/papers/Liu_Video-Based_Person_Re-Identification_Without_Bells_and_Whistles_CVPRW_2021_paper.pdf,
affective-understanding-in-video,less-is-more-pursuing-the-visual-turing-test-with-the-kuleshov-effect,http://openaccess.thecvf.com/content/CVPR2021W/AUVi/papers/Olague_Less_Is_More_Pursuing_the_Visual_Turing_Test_With_the_CVPRW_2021_paper.pdf,
affective-understanding-in-video,improving-parkinson-detection-using-dynamic-features-from-evoked-expressions-in-video,http://openaccess.thecvf.com/content/CVPR2021W/AUVi/papers/Gomez_Improving_Parkinson_Detection_Using_Dynamic_Features_From_Evoked_Expressions_in_CVPRW_2021_paper.pdf,
affective-understanding-in-video,micro-expression-recognition-based-on-facial-graph-representation-learning-and-facial-action-unit-fusion,http://openaccess.thecvf.com/content/CVPR2021W/AUVi/papers/Lei_Micro-Expression_Recognition_Based_on_Facial_Graph_Representation_Learning_and_Facial_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,radar-camera-fusion-via-representation-learning-in-autonomous-driving,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Dong_Radar_Camera_Fusion_via_Representation_Learning_in_Autonomous_Driving_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,an-improved-attention-for-visual-question-answering,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Rahman_An_Improved_Attention_for_Visual_Question_Answering_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,private-shared-disentangled-multimodal-vae-for-learning-of-latent-representations,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Lee_Private-Shared_Disentangled_Multimodal_VAE_for_Learning_of_Latent_Representations_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/MULA/supplemental/Lee_Private-Shared_Disentangled_Multimodal_CVPRW_2021_supplemental.pdf
multimodal-learning-and-applications,dealing-with-missing-modalities-in-the-visual-question-answer-difference-prediction-task-through-knowledge-distillation,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Cho_Dealing_With_Missing_Modalities_in_the_Visual_Question_Answer-Difference_Prediction_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,self-supervised-feature-learning-by-cross-modality-and-cross-view-correspondences,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Jing_Self-Supervised_Feature_Learning_by_Cross-Modality_and_Cross-View_Correspondences_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,target-tailored-source-transformation-for-scene-graph-generation,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Liao_Target-Tailored_Source-Transformation_for_Scene_Graph_Generation_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,beyond-vqa-generating-multi-word-answers-and-rationales-to-visual-questions,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Dua_Beyond_VQA_Generating_Multi-Word_Answers_and_Rationales_to_Visual_Questions_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/MULA/supplemental/Dua_Beyond_VQA_Generating_CVPRW_2021_supplemental.pdf
multimodal-learning-and-applications,adaptive-intermediate-representations-for-video-understanding,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Kangaspunta_Adaptive_Intermediate_Representations_for_Video_Understanding_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/MULA/supplemental/Kangaspunta_Adaptive_Intermediate_Representations_CVPRW_2021_supplemental.pdf
multimodal-learning-and-applications,exploring-the-limits-of-zero-shot-learning-how-low-can-you-go,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Dandu_Exploring_the_Limits_of_Zero-Shot_Learning_-_How_Low_Can_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,progressive-knowledge-embedded-unified-perceptual-parsing-for-scene-understanding,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Zheng_Progressive_Knowledge-Embedded_Unified_Perceptual_Parsing_for_Scene_Understanding_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,apes-audiovisual-person-search-in-untrimmed-video,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Alcazar_APES_Audiovisual_Person_Search_in_Untrimmed_Video_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,practical-cross-modal-manifold-alignment-for-robotic-grounded-language-learning,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Nguyen_Practical_Cross-Modal_Manifold_Alignment_for_Robotic_Grounded_Language_Learning_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,cross-modal-speaker-verification-and-recognition-a-multilingual-perspective,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Nawaz_Cross-Modal_Speaker_Verification_and_Recognition_A_Multilingual_Perspective_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,using-text-to-teach-image-retrieval,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Dong_Using_Text_To_Teach_Image_Retrieval_CVPRW_2021_paper.pdf,
multimodal-learning-and-applications,editing-like-humans-a-contextual-multimodal-framework-for-automated-video-editing,http://openaccess.thecvf.com/content/CVPR2021W/MULA/papers/Koorathota_Editing_Like_Humans_A_Contextual_Multimodal_Framework_for_Automated_Video_CVPRW_2021_paper.pdf,http://openaccess.thecvf.com/content/CVPR2021W/MULA/supplemental/Koorathota_Editing_Like_Humans_CVPRW_2021_supplemental.pdf
